# Constructed from biom file
OTUID	amostra1	amostra2	amostra3	amostra4
f8f3cfde2022a413d96043735f76ee88	0.0	0.0	135.0	0.0
ba2f551836d4d9d90071427073b3469c	0.0	134.0	0.0	0.0
61ff50a88f961d1c538cdd665f29bb7d	0.0	0.0	133.0	0.0
74978d645bc6e5f3c49452f82f2fcf97	40.0	0.0	90.0	0.0
0479c79f45a09a2ce74cb1ee37034cda	129.0	0.0	0.0	0.0
72767c3837c14ece49f60644813bc728	0.0	52.0	0.0	77.0
5749061bf40e914a7ebd8f072d59e356	0.0	0.0	83.0	46.0
9049364cc6e08b15d2f38ba1f82e2292	0.0	125.0	0.0	0.0
b8f25b5b55447821007d89a4445cd9dc	0.0	0.0	124.0	0.0
3f2adcfc0dcf19b9bbb29a99a824c007	46.0	0.0	76.0	0.0
1a3300e1b0deebe5cc8b58e97c2b34ae	69.0	0.0	52.0	0.0
20d87e927359829275d55d40be5883be	67.0	0.0	53.0	0.0
632d8f2dff8c0760a0f393b6d81747f7	119.0	0.0	0.0	0.0
ccff0c33a69da587b4db69ef4adb61c4	0.0	74.0	0.0	44.0
a86414784445e591d82874da77b7bc82	60.0	0.0	57.0	0.0
5c1d9edd8144b7a700d9435f976596da	0.0	115.0	0.0	0.0
91b4f4097eead093f7ee853db0f27178	113.0	0.0	0.0	0.0
e09f97d9f9240a8db6364dea88fcd7cd	112.0	0.0	0.0	0.0
c55a441d8f2d07d63423a03a72236512	0.0	85.0	0.0	27.0
3ca48e3c238f1bc439a089b64cc318c0	0.0	0.0	0.0	111.0
d085b06c88030ef6db3a356d01e73836	72.0	0.0	38.0	0.0
49055a8926642ad934ee01650da59860	0.0	0.0	0.0	110.0
8764ac1652f571da929ec063dad62c05	52.0	0.0	56.0	0.0
caa29ad3a178bc58732f71357d970f4d	0.0	0.0	108.0	0.0
a6bc250675b25b1a95fa0c1b7d389042	64.0	0.0	43.0	0.0
5accfed47674e4c3f0c1f0ae8381272c	106.0	0.0	0.0	0.0
3dea97d04607688f3543ad94748cd786	45.0	0.0	61.0	0.0
9455939ce8ddbda72e9e9c3fc6ee4432	0.0	0.0	106.0	0.0
13a9bbe357274b376f7b0406950cf21d	33.0	0.0	72.0	0.0
24fc26f668cfb85c5b694b6905ac3d59	72.0	0.0	32.0	0.0
182bf679c3f047062d90015e0449ed84	51.0	0.0	53.0	0.0
d9930e6a0a15fbe5c4cf5c8ac8ac4ed7	0.0	104.0	0.0	0.0
4e18372b0fcaf07875b761a7a593077d	0.0	0.0	104.0	0.0
8135beec331a8d558070c38b580e4b8e	58.0	0.0	45.0	0.0
651a9003ed459b6c99a72ca6297257d1	0.0	0.0	103.0	0.0
5610e8fb17396c0d2744ccb4c286d6ed	0.0	0.0	103.0	0.0
d7d615b5819c7c1b84267901b614a8b1	56.0	0.0	46.0	0.0
09d4ee48b04cd766d428e33459dc1d1e	65.0	0.0	36.0	0.0
fae89565e0042fbdaa49b6055179624e	100.0	0.0	0.0	0.0
14d26e07e29d96f89d6e00082d804df2	50.0	0.0	50.0	0.0
2352dc462b27b9ca9a17eb3cec8d0cb0	100.0	0.0	0.0	0.0
51632df6aae6c49ac3ac85913ba8e6a9	0.0	83.0	0.0	16.0
a6a6756f7e54a5d51d20d950e311f208	66.0	0.0	32.0	0.0
e838a09dc12edbdd7091f141b20806c5	96.0	0.0	0.0	0.0
937b2e0be86abf0d97dcf4f27de233d1	96.0	0.0	0.0	0.0
beaa828b2af6ab8137831e466051ec99	63.0	0.0	32.0	0.0
6075f588d0bce55d9c03c4c338b4ec4d	95.0	0.0	0.0	0.0
1e8b35cb93ff2067e59596b906b4fc18	63.0	0.0	32.0	0.0
ab32275a7fc06a23c53f1b394cfe612f	0.0	0.0	95.0	0.0
13f90c54e881b3ea3999038392d989ad	0.0	0.0	0.0	95.0
3594f19ce0826d0ad47517f423d2d277	47.0	0.0	47.0	0.0
cb2e49c84e22195d0d5cc5fa60900f37	93.0	0.0	0.0	0.0
26f173c04574871aba8876838e2d9e61	0.0	24.0	0.0	67.0
e1696ba011ccc0b27a216780a365b2ef	0.0	91.0	0.0	0.0
462813caa8147d9532975625b95100e3	0.0	0.0	90.0	0.0
a869348e4b5f39b8d8f4a34cd977c85e	0.0	0.0	0.0	90.0
587b7f24c39a012e9f5ba5c7ab35d959	0.0	0.0	89.0	0.0
803d94712a0fd42d1f124a952d5cb802	0.0	42.0	0.0	46.0
64902b79154d7c65b1caf4ebbf8bbb9d	0.0	0.0	0.0	88.0
88036f078860b736cd971fc1a2a77d23	0.0	0.0	87.0	0.0
8708e30f68b755779a69953f29cda462	47.0	0.0	39.0	0.0
62e06877040def26fa062e5bcc563ebf	0.0	66.0	0.0	20.0
a575b62765e70cb889d06ec5b8b88c94	0.0	0.0	86.0	0.0
8f872b7b5191159ca4b324ba4ca909be	30.0	0.0	55.0	0.0
edf7cf3abfa66c641edeab1541c57b77	0.0	0.0	85.0	0.0
cf0580926a19b53f786c91b5cbdbed23	53.0	0.0	31.0	0.0
2dabb8bb1662d12f3b97f296cf199df0	0.0	0.0	83.0	0.0
21a411206d372cc44de14d1fe6717664	47.0	0.0	35.0	0.0
0b73bcad06416470449fa775c4e2c0b7	0.0	82.0	0.0	0.0
237803a648851330e85020e7883faa5d	0.0	0.0	0.0	81.0
6c8fde1fe74c5af4dcdef368dd9da55f	80.0	0.0	0.0	0.0
d52c7ef28ce8794f756360ceda258433	0.0	0.0	80.0	0.0
d81b30a8e313432aab7aab079dded4e1	0.0	0.0	80.0	0.0
68e3324cfdc475c96045627da2b15281	0.0	0.0	80.0	0.0
f6c3d6ac2c117d030a342a16f2e42f65	0.0	0.0	0.0	79.0
12147b29a8f5c2120a5b450aed62c3ff	47.0	0.0	31.0	0.0
ea27ff2bd87b046b95e395baefd2964a	78.0	0.0	0.0	0.0
a7952371c7815f893cc4c36945f891ee	0.0	48.0	0.0	30.0
2408ceabb32f3c717ce0d9e34944bb3b	40.0	0.0	37.0	0.0
4a058a65d084752afbe296a9daf61da6	36.0	0.0	40.0	0.0
0e8f4d897a6b6b74f6a6ba0711a73958	0.0	51.0	0.0	25.0
533b6c05a74b2c25a94f884d6fe42f9d	0.0	0.0	75.0	0.0
19242d6e262c55c76fdde74fbd05d9ad	74.0	0.0	0.0	0.0
9aad363190bcb9f1a0ad92eb4e9a112d	74.0	0.0	0.0	0.0
41148a02472a7757ae17169d6276aeb2	74.0	0.0	0.0	0.0
1d0a8f91c50ba1d71541c923419f8dae	73.0	0.0	0.0	0.0
26f1afaa5ebf01398d112f97b77424ab	0.0	73.0	0.0	0.0
1d3c99cabc99926cf6dc4cbb5a615407	0.0	50.0	0.0	22.0
2bd5477357035440b0027e0dc9b0868d	0.0	0.0	72.0	0.0
3b65b06897df1ae47f59973766eb1ad3	18.0	0.0	53.0	0.0
f072cb87bd58d0452f99786e05832f20	71.0	0.0	0.0	0.0
904970deea168878542b8d1d66c84fbf	0.0	71.0	0.0	0.0
2a2a35791b488df35735a56dbfad6f1f	69.0	0.0	0.0	0.0
9f7101be2ff2aa7872c658d4ca260831	46.0	0.0	23.0	0.0
cad3f012d497d8cbef4e258730c5d78a	68.0	0.0	0.0	0.0
1d4a0bbc10f9c0ddfb2e88b6d269c6b3	36.0	0.0	32.0	0.0
9e016bdf79fc8a3947388649d8af3afe	67.0	0.0	0.0	0.0
9f737719404d72b45fa2a06ab7ad1cde	67.0	0.0	0.0	0.0
d3464043678517625bcee042a2ae5c5a	65.0	0.0	0.0	0.0
004eb53a53be7babe7b0a116d8c87bb8	0.0	65.0	0.0	0.0
646f3d4b8562c5873a11c8418071de31	0.0	0.0	65.0	0.0
7c47ade3deddcf33778376c67a14ce66	64.0	0.0	0.0	0.0
9e0afec959f4de2ec77a597506dca6ff	0.0	31.0	0.0	32.0
5a468105ad44bc92655c1232534d35b0	0.0	63.0	0.0	0.0
1d44a5e8ef25e3c3b6b02bb1c86205eb	62.0	0.0	0.0	0.0
3bbb8430ad88f8ff4532aca4613c7376	0.0	0.0	62.0	0.0
45169e153f79c65d3da88da2e6706818	0.0	0.0	62.0	0.0
d16ecbc105bc9d5fd4c9650262b78d97	30.0	0.0	31.0	0.0
bf5c6e76a91ab1411ad8d59fb3b4d5b8	0.0	0.0	61.0	0.0
b50423d92463de7bad7f62f8bbb8527b	26.0	0.0	34.0	0.0
208e480e34af200ceeef2783bc488c29	0.0	60.0	0.0	0.0
7ead17a076e7b7b419bf50abe7eee3f4	0.0	0.0	0.0	60.0
5e885fb748485dbcf0f442b7e91e452e	37.0	0.0	22.0	0.0
b0b89034f44dfc13808be7eacd4953da	0.0	0.0	59.0	0.0
ba71ed72258849365273fc3992b7087d	58.0	0.0	0.0	0.0
0ad81eef2fe0e7aea2fb3dbc8b937ba5	58.0	0.0	0.0	0.0
4503862d3390a5500145d5df27593b4c	0.0	58.0	0.0	0.0
c324e8c4ab8c56b75f372c00b3302e21	12.0	0.0	45.0	0.0
815e911ecf2a8d3d3915f95fa8db2395	0.0	0.0	57.0	0.0
6a94beb079dd62f00dcc22342d0ff1eb	0.0	0.0	57.0	0.0
f0d2d8de4825c06ed3b335501a722b4c	19.0	0.0	37.0	0.0
1e0b97584177069d61a642eeb2d3ed35	0.0	0.0	0.0	56.0
1f1ccb9bb5710d3e8e4e9ad53e4f7c97	55.0	0.0	0.0	0.0
6934a74d6b754bd66f10651ea19cf4f4	0.0	55.0	0.0	0.0
54dd3b5044a9d6d5becaae881bcd2a3b	0.0	55.0	0.0	0.0
2682ff59d308a2bab3a7a6b3cbb3b8a2	0.0	55.0	0.0	0.0
fd446cc3eef2187aff718d8c575f75ab	0.0	55.0	0.0	0.0
5f0ad7527c61b277c3a91f4a44397e17	54.0	0.0	0.0	0.0
15652310c9f9308eecbe8a54ddab6d2b	0.0	54.0	0.0	0.0
1fae3585b9f251c13aba627388ed76f9	0.0	54.0	0.0	0.0
4b4ce44525a3f838cfb560f1ad75aa92	0.0	54.0	0.0	0.0
027654f0aee9bc23411169334f1b29a2	0.0	54.0	0.0	0.0
8b4889d1e6eb9437a60bb431912b5565	53.0	0.0	0.0	0.0
eb854d3bc561357e84e17a7114e19fac	53.0	0.0	0.0	0.0
9274b5e7fec660a59dc1019163d52e7d	0.0	0.0	53.0	0.0
f228bdd65cf53d14dc41e08a96262775	20.0	0.0	32.0	0.0
8326e0d7b19b261d1d64cb1da33d293a	18.0	0.0	34.0	0.0
821eed576f621b5d223948afd8ffca39	52.0	0.0	0.0	0.0
248a66c7f612a2fa8f864a19e3ecf5bc	0.0	52.0	0.0	0.0
ac47a01cccda2404fb0107571311a337	0.0	52.0	0.0	0.0
f23d1b5bad097d1c7d5418684fe9d2c2	0.0	0.0	52.0	0.0
4951d6f9379cfe9cbd28b0832f5ed85d	0.0	0.0	52.0	0.0
e800a43f7209646545a7db9769597f32	0.0	0.0	52.0	0.0
512eb5d594c6f75d09655eb440d32455	0.0	0.0	52.0	0.0
de7105b5c6cf2330143f2dad8ffedc96	51.0	0.0	0.0	0.0
c3219573b9eb3728497c8b3ec80a3792	27.0	0.0	24.0	0.0
62727dc7f1b9c5878de3da94b2977f05	0.0	51.0	0.0	0.0
be74cad9381c15cfaa8e6071aa77e7f4	0.0	51.0	0.0	0.0
8e175abe6a746b8f33bae9cd7c8192bb	0.0	0.0	51.0	0.0
f72b473583be0c23f587cc1df9e1d764	50.0	0.0	0.0	0.0
4904075a80cb0b62f68089e6c4906ee1	0.0	0.0	49.0	0.0
baac4ff4325c252a53be794448c947a7	23.0	0.0	25.0	0.0
ac144123a7c2179c5143821ce1157dcb	48.0	0.0	0.0	0.0
90d9b8ec025739037d67a0b5607154cb	15.0	0.0	33.0	0.0
2e87451c57b3990c9706ce79babc5c1a	0.0	48.0	0.0	0.0
90b63187b5a32ce1c81ae7084420b126	47.0	0.0	0.0	0.0
c6d5fc58a42be991a7014737b936f8da	0.0	47.0	0.0	0.0
def7773dc2a67bb61aacd71dff9d92cf	0.0	47.0	0.0	0.0
66748ed4b6a701c2d781d39e16a04d22	0.0	0.0	47.0	0.0
3de0e6a0da31139919c696bac17c2e4c	0.0	0.0	0.0	47.0
1b47d3c47fe6dd3fa77a59ce0b0575cd	46.0	0.0	0.0	0.0
94fb83dca7db604347c68e6403a0d0df	46.0	0.0	0.0	0.0
cf5ac8c602ebb1ce1cdfc5a1902674a3	46.0	0.0	0.0	0.0
b43207072644216cbc48249f6fdd79a4	0.0	0.0	46.0	0.0
7748f9fd673c39cb36e3ce1d1b458b5d	45.0	0.0	0.0	0.0
84f6d7fafdd917c863c0239af2eb4002	0.0	45.0	0.0	0.0
088419204f22a3e43de3408a114a33d3	0.0	45.0	0.0	0.0
e3dc6f0967ac33e639a6042f0c9dd218	0.0	0.0	45.0	0.0
a6d535ac2d92a7c1a0fe75afa5556078	0.0	0.0	45.0	0.0
f4cf6aadf110a2bc11d1d4a19a711568	44.0	0.0	0.0	0.0
73515d4dc71f10f84907f1b0b3a9887b	44.0	0.0	0.0	0.0
69b1d83573cd60b8b0a74f01b8c8761d	0.0	0.0	44.0	0.0
31b8108a6ee9fd3528e906a6c6f193af	24.0	0.0	19.0	0.0
26d945db848ce90425cfb62ab694bf59	18.0	0.0	25.0	0.0
27f8d1a59c532509aab11d444abb5112	43.0	0.0	0.0	0.0
97789a36ce0c4e655369459a90342a2d	19.0	0.0	23.0	0.0
d9e7131fdaf62f44aad0ce48fe248460	42.0	0.0	0.0	0.0
b26bb7730ccb2468ebdb0b4664c32e83	42.0	0.0	0.0	0.0
7c4bdbbcd8e00a4a7a4f144152395e5e	29.0	0.0	13.0	0.0
65742e56b03b7c8126f14a14e5a22e33	0.0	42.0	0.0	0.0
1083eb67a7140dca982f34e3968117a3	0.0	0.0	42.0	0.0
be2ee09d7e96f8404691a1367b7f8bcf	0.0	0.0	42.0	0.0
656289de0a64bcfed7b6dce3def9ecfe	41.0	0.0	0.0	0.0
b88dd73f8d5fe890a1aff6fdf2c6e572	0.0	23.0	0.0	18.0
5f7d49dcafbb01d8a68e8f8ba91ce3a2	0.0	0.0	41.0	0.0
a743a765061a0404c64de00f15be4dbe	0.0	0.0	41.0	0.0
e37d15f89ef3e2fdce5d4253650a6d79	40.0	0.0	0.0	0.0
cd3a3976fdecf19539a3f69e2dee733e	0.0	40.0	0.0	0.0
b11a25757d511484637946ea076db6bb	0.0	0.0	40.0	0.0
ad89ce10d93b45d7d0331b3bf6a93169	0.0	0.0	39.0	0.0
41796b18f2dfc2d651e8e3b2e0c15c25	38.0	0.0	0.0	0.0
53c28c93d1538500464392f03f3bbdda	38.0	0.0	0.0	0.0
c014b83d0a23001213fd931c84ef67be	38.0	0.0	0.0	0.0
3e1af76fe1384bc4652ec293da3ab89d	0.0	0.0	38.0	0.0
5d81ab62df71143d6feca29e59419248	0.0	0.0	0.0	38.0
dfb4d51943281123cd75444f70572ede	36.0	0.0	0.0	0.0
7f74b1c55d36876d5e8f0eca7fc8a515	36.0	0.0	0.0	0.0
08709990bffb9f3bd95fe46dcfeb9a2f	36.0	0.0	0.0	0.0
b3c727f7e1a3e62a9bb2f76eb9489e31	0.0	36.0	0.0	0.0
653b3f1a2394d985afbcc69248aba5ee	0.0	36.0	0.0	0.0
216d8ca8bdba047e3994d7749e32364c	0.0	0.0	0.0	36.0
e6597e930f9b32e98a6fd25d851f75da	0.0	0.0	0.0	36.0
cfaa653f395d823bf55b9790b2d15318	35.0	0.0	0.0	0.0
d8fdf35854d82584e94058b6b195568f	0.0	0.0	35.0	0.0
049ecf7660a6fc0e5a70465e03ea1b6f	0.0	0.0	34.0	0.0
602be2333694a9bd1bbfb6fc6427a262	33.0	0.0	0.0	0.0
cda41764aad0f32c213d13e5941abbd8	33.0	0.0	0.0	0.0
b8682457733c9e844546475b1f4e50e8	0.0	33.0	0.0	0.0
5816359f714052ea060943eacced811b	0.0	24.0	0.0	9.0
4e52f18cee27f33f8736edcac98e32f8	0.0	0.0	33.0	0.0
fb97cb3cdcdf2f7b7b5238b4b033fafa	32.0	0.0	0.0	0.0
d97cf175dae895113b9a0f0971d2bc28	32.0	0.0	0.0	0.0
fb9bba9613f97e0c0808724276a347fe	0.0	0.0	32.0	0.0
37699ce1644356ecf651832db5edaeca	0.0	0.0	32.0	0.0
63f19fe8ff9b15f574fe3b9650aaab3e	0.0	0.0	0.0	32.0
dde182bbfcee9a0053ab84a05add14f7	31.0	0.0	0.0	0.0
2bc08d1186250ad08994753735842d37	31.0	0.0	0.0	0.0
b41116ab4beb8bad04a258745873e98c	0.0	31.0	0.0	0.0
80bfd4d433bc48a42f3d1057f25cce61	0.0	0.0	31.0	0.0
29fad27c739ef04b272a6f1e6e215d3b	30.0	0.0	0.0	0.0
1eb2d478279924c11ab571d6467e2145	0.0	15.0	15.0	0.0
d24825a548a86ce507c5f91f87aeecc9	0.0	0.0	30.0	0.0
a0308dc02bab9106909457a85e229258	0.0	0.0	30.0	0.0
8de04c17b5a96086ac4d3ebbf09ae600	0.0	0.0	30.0	0.0
d76d59ec71de0e3b22da0c9cd564d41a	0.0	0.0	30.0	0.0
1186737636609bb8f9814e8e0fef5fd7	29.0	0.0	0.0	0.0
9cb37381210c04d91dc7f8a5b9fea3cc	29.0	0.0	0.0	0.0
748d413a9d7ea5e63595a568f4b6b094	0.0	0.0	29.0	0.0
7241ae96b82eb0b56ffa78cc70abe5c7	28.0	0.0	0.0	0.0
f37ab1d0886b50bc1a9bf0d622937a4f	28.0	0.0	0.0	0.0
e01ac97a55e68275d330a42ec4d61422	28.0	0.0	0.0	0.0
86bba416f0b217d0103a253379ddc1da	28.0	0.0	0.0	0.0
93e6def150e5ba07a7f1916a2b816d34	28.0	0.0	0.0	0.0
9ff111579280d0ecd70cf07a9cf8f91b	0.0	28.0	0.0	0.0
2eb8368b55c5ef7e17a43d16b68aa45a	0.0	28.0	0.0	0.0
fd1c4578dfce207d63c5e4bc4cd0cbef	0.0	28.0	0.0	0.0
90d8019c10dd07bbb6bae6620ed7dcdf	27.0	0.0	0.0	0.0
9eed74f5cd1b4e7095b62fc93b63bf5d	0.0	27.0	0.0	0.0
e1552484a4dcaf84152390415bc7943d	0.0	27.0	0.0	0.0
ebffaf5c074232770582956617687f96	0.0	0.0	27.0	0.0
6c53541d501d6141b6f641512e95630e	0.0	0.0	27.0	0.0
b78c9a8e3399fe4a2f522daa3b4fb934	0.0	26.0	0.0	0.0
3611a1430bd0b5e39cb0d189ced2a5c0	0.0	26.0	0.0	0.0
790677a16d386b9bb7a5637b6fbc6299	0.0	0.0	26.0	0.0
5952d20521e12854a1735ca68316763b	0.0	0.0	26.0	0.0
5052623b886c8cb2aebf6a746313332a	0.0	0.0	26.0	0.0
5140424e3bc15c9a52160fab5d7095fd	25.0	0.0	0.0	0.0
2dcd8466e4861bd38994c7f03b26bac8	25.0	0.0	0.0	0.0
70e8db06ba64418ce69d1888d42d8f8d	25.0	0.0	0.0	0.0
23d7b341206249f85637acb51500207b	0.0	25.0	0.0	0.0
48045a6c47b911507a450df5e0ef582a	0.0	25.0	0.0	0.0
8020f7df5f9b6b6d90f700563ed93275	0.0	0.0	0.0	25.0
cd429636a40e8c3f0bbb9a76bf55c36f	24.0	0.0	0.0	0.0
80550260907d829056a11057931f6d8e	0.0	0.0	24.0	0.0
fa9bf4782ce3e4041d243b738efe3141	0.0	0.0	24.0	0.0
05e1dfeb2a7f47b65562c48b9726f6fa	23.0	0.0	0.0	0.0
86264b7c3d8569b987efa414a7af8736	0.0	23.0	0.0	0.0
eb71d86117eadb2e045bfad05687a710	0.0	0.0	23.0	0.0
7fc3507283d7123a5efc8901fb9cdd5c	0.0	0.0	23.0	0.0
9d0cc0d159ca9482ae064b1fab9b861d	0.0	22.0	0.0	0.0
10c1e4fa348e6bf533e6829e0b3cecd7	0.0	0.0	22.0	0.0
8392398e04d959522de5dd139693686a	0.0	0.0	22.0	0.0
e3ba0eeba1041c1e4e94fa80029fe9a8	21.0	0.0	0.0	0.0
1d81798fcfc0ab07281b8bc0d8086324	0.0	21.0	0.0	0.0
a7f1f17bdbfa791754954761a57bd1ba	0.0	21.0	0.0	0.0
3ee2e3fdde7cb3f486685cda88fefbd0	0.0	21.0	0.0	0.0
a52ca5460d3b1b0d79e89747bcb5bd52	0.0	0.0	21.0	0.0
726bca3c3011eef90e5b866db0fd5329	0.0	0.0	21.0	0.0
8f0119bc5327962607206a489fa87a0d	20.0	0.0	0.0	0.0
617655616939d0c1d521b3cf165c41e0	20.0	0.0	0.0	0.0
ab14f2df284114ea667b8d49aa263b90	0.0	20.0	0.0	0.0
97c5caa3d20c6598626a5e4e62f9ee49	0.0	20.0	0.0	0.0
83b7211d0adaa020cf4fec0617e5c9e5	19.0	0.0	0.0	0.0
6f3680d034924a831105d98cd64d260a	19.0	0.0	0.0	0.0
702655549caf1ea37c2d02a1a57a455b	19.0	0.0	0.0	0.0
6d913aded0934b3c9ffb4baf96f02302	0.0	19.0	0.0	0.0
6edcfbe8e0ef8d4ef357281353d6ba78	0.0	0.0	19.0	0.0
c597f63b5ee98bbdd1dfc36b194d5c6c	0.0	0.0	19.0	0.0
2f5a5dd34a3b6f1e3082773feefbdcf6	0.0	0.0	19.0	0.0
a2900352abb6662ce9dddde801010b1a	0.0	0.0	19.0	0.0
a5bd39f630ad0e6c24cf772dc587ac43	0.0	0.0	0.0	19.0
fe3547132ca393d9371554f87949b87b	18.0	0.0	0.0	0.0
f272aba15746d18da2b6ddfa798ae616	18.0	0.0	0.0	0.0
077a3468c323f92a3caba50fbdcc8a94	0.0	18.0	0.0	0.0
7fad2f6084b7a1b728701d0555b24195	0.0	18.0	0.0	0.0
dafa9e64b59eff7067d069abcba07f66	0.0	0.0	18.0	0.0
b82469119175cdd8612de2387e64582d	0.0	0.0	18.0	0.0
25394a604bbcd078c80186b300dab8ee	0.0	0.0	18.0	0.0
ea9408a83d4301762fa4b4eaa4fc8f69	0.0	0.0	0.0	18.0
e9f2570e08831a304a58ff279dbf44f4	0.0	0.0	0.0	18.0
957edd1318908933be2f4f20527c9507	0.0	17.0	0.0	0.0
ea0bc1d72940fee4c9ea9d2bbd7c41ca	0.0	0.0	17.0	0.0
8ded33154f7f89fdf9990cda49c3e19f	0.0	0.0	17.0	0.0
78ab0ab54b7331ce27774cb78210b4d6	16.0	0.0	0.0	0.0
aac612308f8e3a336836c535d605b645	16.0	0.0	0.0	0.0
c5349081c3f1058abf73c4860d53546c	0.0	16.0	0.0	0.0
c519062e476f546e0dddabe4125ca3af	0.0	0.0	16.0	0.0
fcbadb8f2b5f5823f097f142e6192717	0.0	0.0	0.0	16.0
783aa49ac5262a17099b8db05638a8f0	0.0	0.0	15.0	0.0
ff155072da7610ea4bb1c784e8cf0a84	0.0	0.0	0.0	15.0
0febdc889df1c5488203bb8548b99705	14.0	0.0	0.0	0.0
74d6cd21ddd242b3cbbb5ef42a410bfb	0.0	14.0	0.0	0.0
0eddd205eed0bccf0e042d99f7f81d65	0.0	14.0	0.0	0.0
742e1f191223f58590661de80b9d6e3b	0.0	0.0	14.0	0.0
042fd4177ad006bc771e4d07be12806c	13.0	0.0	0.0	0.0
75d27bec560b4b19f1c7c617718f3d09	13.0	0.0	0.0	0.0
bf5f9e264b4c3cee51b31870141030c8	13.0	0.0	0.0	0.0
715089936f1aeba44cc2b2187fc0634d	0.0	13.0	0.0	0.0
1f872ee01d7cb2a24899e0c1bbf94adf	0.0	0.0	13.0	0.0
23a03fb872c8da193c09dc92854c0e32	0.0	0.0	13.0	0.0
8bd5b68f7a6aada75f542909c2341cab	0.0	0.0	0.0	13.0
8dc90783c1bbbfb0903415cd49506bb4	12.0	0.0	0.0	0.0
c2e8aa2a4c4a79e3687fa7b7503a035d	12.0	0.0	0.0	0.0
88d94eb664d78596c44003da2228ab81	12.0	0.0	0.0	0.0
d993ca94ebb18874891402ca69fb6ddd	0.0	0.0	12.0	0.0
7e48823b630104e83dc9553fa123775f	0.0	11.0	0.0	0.0
aa23cbf7f27a6f97f5366c0f587a9991	0.0	0.0	11.0	0.0
4ab1fcd27e18a5c63024b7eb51030bc2	0.0	0.0	11.0	0.0
c81c56e27be8c65494c043980b58cd19	10.0	0.0	0.0	0.0
170ccfdf070c1231b2a5afb1128007da	10.0	0.0	0.0	0.0
d7308814c3675976fe657547fe9950f1	0.0	10.0	0.0	0.0
a548ce8c4405aa5750f37bd57b3302a2	0.0	0.0	0.0	10.0
683fb0a65aa8c9568ec9113b23595011	0.0	0.0	0.0	10.0
4cc2bc727d0cab7cb8580c707cc24df6	9.0	0.0	0.0	0.0
09219969a312dc120d92433e871d5353	0.0	0.0	9.0	0.0
b4c024ab4c1baf3de581b68fb2f93d57	0.0	0.0	9.0	0.0
ca94cbcccd3ab51b3784a6aed45a4a04	0.0	0.0	0.0	8.0
f6e3b457c9c263eb576e872dc941bf35	7.0	0.0	0.0	0.0
fda14af81389c512f16180c1d278b55c	0.0	0.0	7.0	0.0
8c4e113495af487cef6e38fb1f7d91b8	0.0	0.0	7.0	0.0
99b34b6f6562c6fcfcd726fcde12267d	0.0	0.0	7.0	0.0
cecbb34589e48e4c339b576c84007cac	0.0	6.0	0.0	0.0
e9b870dc6451f453524b6d3526d30df5	0.0	0.0	6.0	0.0
fb07f2c51f29a9f932706a1d17a045af	5.0	0.0	0.0	0.0
a596f0ebe483bf17c35d013cf42cb62d	0.0	0.0	0.0	5.0
874c8c7f4cf7301fd754c4553ea9b806	3.0	0.0	0.0	0.0
